,age_upon_intake,sterilized_upon_intake,age_upon_outcome,sterilized_upon_outcome,is_dog,col2_ec,in_type_ec,in_cond_ec,out_type_ec
21882,1,True,1.0,True,True,0,0,0,1
21883,2,False,2.0,True,False,2,0,0,1
21884,0,False,0.0,True,True,2,0,0,3
21885,0,False,0.0,True,False,0,0,0,1
21886,0,False,0.0,True,False,0,1,0,1
21887,10,True,10.0,True,True,2,1,0,1
21888,5,True,7.0,True,True,3,1,0,1
21889,6,True,6.0,True,True,2,2,0,0
21890,1,False,1.0,True,True,3,0,0,1
21891,5,True,5.0,True,True,6,0,0,0
21892,1,False,0.0,True,False,0,0,0,1
21893,7,True,7.0,True,True,2,0,0,0
21894,3,False,4.0,True,True,3,0,0,1
21895,5,True,5.0,True,True,3,2,0,0
21896,0,False,1.0,False,True,0,2,0,3
21897,1,False,0.0,False,False,0,0,0,3
21898,1,False,0.0,True,False,0,0,0,1
21899,2,False,2.0,True,False,0,0,0,3
21900,1,False,0.0,False,False,0,0,0,1
21901,13,True,13.0,True,True,0,1,0,1
21902,0,False,0.0,True,False,0,0,0,1
21903,2,False,2.0,True,False,0,0,0,1
21904,1,True,1.0,True,True,0,0,0,1
21905,9,True,9.0,True,True,3,0,0,0
21906,8,True,8.0,True,False,0,1,0,0
21907,0,False,0.0,False,True,0,0,1,2
21908,1,False,1.0,False,True,2,2,0,0
21909,0,False,0.0,True,True,3,0,0,1
21910,2,False,2.0,False,False,5,0,0,3
21911,1,False,0.0,True,False,0,0,0,1
21912,0,False,0.0,True,True,3,0,0,1
21913,3,True,4.0,True,True,0,1,0,3
21914,1,False,0.0,True,False,0,0,0,1
21915,2,False,2.0,False,True,3,0,0,0
21916,1,False,1.0,True,False,0,0,0,1
21917,1,False,0.0,True,False,2,0,0,1
21918,2,False,2.0,True,True,6,0,0,1
21919,9,True,9.0,True,True,0,0,0,0
21920,0,False,0.0,True,True,3,0,0,1
21921,14,True,15.0,True,True,0,0,0,1
21922,9,True,9.0,True,True,3,0,0,1
21923,13,True,13.0,True,True,3,0,0,0
21924,5,True,5.0,True,True,0,0,0,0
21925,2,False,2.0,False,True,3,0,0,1
21926,2,False,2.0,True,True,0,0,7,1
21927,9,False,9.0,False,False,4,0,0,3
21928,2,False,2.0,False,True,2,0,0,3
21929,0,False,0.0,False,True,1,1,1,3
21930,12,False,12.0,False,True,0,0,0,0
21931,0,True,0.0,True,True,2,1,0,3
21932,2,False,2.0,False,True,3,0,0,0
21933,1,False,1.0,False,True,3,0,0,1
21934,1,False,1.0,False,True,3,0,0,3
21935,2,False,2.0,True,True,0,0,0,1
21936,2,True,2.0,True,True,0,0,0,0
21937,0,False,0.0,False,False,0,0,2,3
21938,2,False,2.0,True,True,3,0,0,1
21939,1,False,0.0,True,False,0,0,0,1
21940,1,False,1.0,True,False,0,2,0,0
21941,3,False,3.0,True,True,2,2,0,1
21942,7,True,7.0,True,True,3,0,0,1
21943,1,False,1.0,False,False,3,0,0,1
21944,4,True,4.0,True,True,3,2,0,0
21945,0,False,0.0,True,True,0,0,0,1
21946,0,False,0.0,True,False,2,0,0,1
21947,0,True,0.0,True,True,3,1,0,1
21948,2,False,2.0,False,True,3,2,0,0
21949,0,False,0.0,False,False,0,0,0,3
21950,0,False,0.0,True,True,4,0,0,1
21951,5,True,5.0,True,True,3,0,0,0
21952,12,True,12.0,True,True,3,0,0,0
21953,2,False,2.0,False,True,2,2,0,0
21954,6,True,6.0,True,True,0,0,0,0
21955,1,False,1.0,True,True,3,0,0,1
21956,0,False,0.0,True,True,0,0,0,1
21957,3,False,3.0,True,True,3,0,0,1
21958,0,False,0.0,True,False,2,1,0,1
21959,8,True,8.0,True,True,3,0,0,0
21960,4,True,4.0,True,True,3,2,0,3
21961,6,False,6.0,False,True,3,2,0,4
21962,4,True,4.0,True,True,0,0,0,0
21963,1,False,1.0,False,False,0,0,4,3
21964,3,False,3.0,False,True,2,2,0,0
21965,1,True,1.0,True,False,0,0,2,1
21966,3,False,3.0,False,True,0,0,0,3
21967,2,True,2.0,True,True,3,0,0,0
21968,1,False,0.0,True,False,2,0,0,1
21969,12,True,12.0,True,False,0,1,0,1
21970,1,False,0.0,True,True,0,0,0,1
21971,1,False,1.0,False,False,0,0,0,3
21972,1,False,1.0,False,False,0,0,0,4
21973,2,False,2.0,True,True,1,0,0,1
21974,12,True,12.0,True,True,3,0,1,4
21975,0,False,0.0,False,False,0,0,0,3
21976,15,True,15.0,True,True,4,0,0,0
21977,2,True,2.0,True,False,2,2,0,0
21978,1,False,0.0,True,False,0,0,0,3
21979,3,True,3.0,True,True,2,1,2,4
21980,10,False,10.0,False,True,4,0,0,3
21981,3,False,3.0,False,True,3,1,2,4
21982,0,False,0.0,False,True,3,0,0,3
21983,0,False,0.0,True,False,0,0,0,1
21984,1,False,1.0,True,True,3,1,0,3
21985,0,False,0.0,False,False,0,0,0,3
21986,2,False,2.0,False,False,0,0,0,4
21987,1,False,1.0,True,True,0,0,0,3
21988,1,False,1.0,False,False,0,0,0,3
21989,1,True,1.0,True,False,0,0,0,1
21990,1,False,1.0,False,False,2,0,0,3
21991,1,False,1.0,True,True,3,0,0,1
21992,2,False,2.0,True,True,3,0,0,4
21993,0,False,0.0,True,True,3,0,0,1
21994,0,False,0.0,False,True,3,1,0,3
21995,1,False,0.0,True,False,2,0,0,1
21996,1,False,1.0,False,False,4,0,0,1
21997,6,True,6.0,True,True,3,0,0,0
21998,0,True,0.0,True,True,3,0,0,0
21999,1,False,0.0,True,False,3,0,0,1
22000,0,False,0.0,False,False,0,0,0,3
22001,3,False,3.0,True,False,3,0,0,3
22002,2,False,2.0,True,True,2,0,0,0
22003,1,False,1.0,True,False,0,1,0,1
22004,5,False,5.0,True,True,2,0,0,1
22005,2,False,2.0,True,True,3,0,0,0
22006,2,True,2.0,True,True,0,0,0,0
22007,2,False,2.0,True,True,4,0,0,1
22008,10,True,10.0,True,False,0,0,0,0
22009,2,False,2.0,False,True,3,0,0,0
22010,4,True,4.0,True,True,0,2,0,0
22011,1,False,0.0,True,False,0,0,0,1
22012,3,True,3.0,True,True,0,0,0,0
22013,0,False,0.0,False,False,2,0,1,3
22014,1,False,1.0,True,True,0,0,0,1
22015,11,True,11.0,True,True,2,2,0,0
22016,1,False,0.0,True,True,3,0,0,1
22017,3,True,3.0,True,True,0,0,0,0
22018,0,False,0.0,True,True,3,0,0,0
22019,10,False,10.0,False,True,2,0,0,0
22020,3,False,3.0,True,False,0,0,0,3
22021,0,False,0.0,True,True,3,0,0,1
22022,3,False,3.0,True,False,0,0,0,1
22023,0,False,0.0,True,False,0,0,0,1
22024,12,True,12.0,True,False,2,0,0,3
22025,2,False,2.0,True,True,0,0,0,1
22026,2,False,2.0,False,True,2,0,0,3
22027,4,True,4.0,True,False,0,0,0,1
22028,0,False,0.0,False,True,3,0,0,0
22029,1,False,1.0,True,True,3,0,0,1
22030,7,False,7.0,False,True,3,0,0,0
22031,11,True,11.0,True,False,0,0,0,1
22032,1,True,1.0,True,False,0,0,0,0
22033,0,False,0.0,True,True,0,2,0,1
22034,0,False,0.0,False,True,0,1,0,1
22035,1,True,1.0,True,True,3,1,0,1
22036,0,False,0.0,False,False,0,0,4,3
22037,7,True,7.0,True,True,2,0,0,0
22038,0,False,0.0,True,True,0,0,2,1
22039,4,False,4.0,False,False,3,1,0,4
22040,2,True,2.0,True,True,3,0,0,0
22041,2,False,2.0,False,True,2,0,0,0
22042,3,False,3.0,True,True,0,0,0,1
22043,7,True,7.0,True,True,3,2,1,1
22044,4,False,4.0,False,True,3,0,0,3
22045,1,False,0.0,True,False,0,0,2,1
22046,9,False,10.0,True,True,3,0,0,1
22047,1,True,1.0,True,True,3,1,0,1
22048,2,False,2.0,True,True,3,0,0,1
22049,5,True,5.0,True,True,0,1,0,1
22050,0,False,0.0,True,False,0,0,0,1
22051,0,False,0.0,True,False,0,0,0,1
22052,1,False,2.0,True,True,3,0,0,1
22053,0,False,0.0,True,True,0,0,0,1
22054,1,False,0.0,True,True,0,0,0,1
22055,8,True,8.0,True,False,4,0,0,1
22056,1,False,2.0,False,True,3,2,0,0
22057,0,False,0.0,True,False,2,0,0,1
22058,0,False,1.0,False,False,2,0,1,3
22059,0,True,0.0,True,False,0,0,1,3
22060,2,True,2.0,True,False,0,0,0,1
22061,4,False,4.0,True,True,3,1,0,1
22062,0,False,0.0,False,True,1,0,0,3
22063,8,True,8.0,True,False,1,0,2,1
22064,3,True,3.0,True,True,2,2,0,0
22065,1,False,1.0,False,False,0,0,0,1
22066,1,False,1.0,True,True,3,0,0,1
22067,0,False,0.0,True,False,0,0,0,1
22068,0,False,0.0,True,True,6,0,0,1
22069,1,False,1.0,True,True,0,0,4,1
22070,0,False,0.0,True,False,2,0,0,1
22071,3,True,3.0,True,True,0,0,0,0
22072,2,True,2.0,True,True,3,0,0,3
22073,6,True,6.0,True,False,2,2,0,3
22074,0,False,0.0,True,True,3,1,0,3
22075,0,False,0.0,True,False,0,0,0,1
22076,2,False,2.0,False,True,0,0,0,1
22077,1,True,1.0,True,False,0,1,0,1
22078,1,False,0.0,False,False,0,0,0,1
22079,0,False,0.0,True,True,3,0,0,3
22080,0,False,0.0,True,True,0,0,0,1
22081,5,False,5.0,True,True,0,0,0,3
22082,3,False,3.0,True,True,2,0,0,3
22083,0,False,0.0,True,True,0,0,0,1
22084,0,False,0.0,False,False,0,0,0,3
22085,6,True,6.0,True,True,2,0,2,1
22086,1,False,0.0,False,True,0,0,0,3
22087,2,False,2.0,False,True,3,0,0,0
22088,1,False,1.0,True,True,3,0,0,1
22089,0,False,0.0,True,True,3,0,0,1
22090,0,False,0.0,False,True,3,0,0,3
22091,2,True,2.0,True,True,2,1,0,1
22092,17,True,17.0,True,True,0,1,3,4
22093,3,True,3.0,True,True,1,2,0,0
22094,2,False,2.0,True,True,1,0,0,1
22095,0,False,0.0,True,False,0,0,0,1
22096,10,True,10.0,True,True,0,0,1,0
22097,0,False,0.0,True,True,0,0,9,1
22098,0,False,0.0,False,True,0,0,0,3
22099,1,False,1.0,False,True,2,0,0,3
22100,14,True,14.0,True,False,0,0,1,3
22101,1,False,0.0,True,False,4,0,0,1
22102,1,False,1.0,True,True,0,0,0,1
22103,3,True,3.0,True,True,3,1,0,4
22104,2,False,2.0,False,False,2,0,0,3
22105,0,False,0.0,True,True,3,0,0,1
22106,1,False,0.0,True,True,2,0,0,3
22107,1,False,0.0,True,True,0,0,0,1
22108,0,False,0.0,False,False,2,0,0,3
22109,7,True,7.0,True,True,4,1,0,0
22110,0,False,0.0,True,True,3,0,0,1
22111,2,False,2.0,True,True,3,0,0,1
22112,0,False,0.0,False,False,0,0,4,3
22113,1,False,1.0,True,True,3,0,0,0
22114,1,False,1.0,False,True,2,2,0,0
22115,5,True,5.0,True,True,6,0,0,0
22116,2,False,2.0,True,True,2,1,0,1
22117,4,True,4.0,True,True,0,0,0,0
22118,0,False,0.0,False,False,0,0,2,4
22119,3,False,3.0,False,False,0,0,2,4
22120,10,True,10.0,True,True,3,0,0,3
22121,2,True,2.0,True,True,0,1,0,3
22122,11,True,11.0,True,True,3,0,0,0
22123,1,False,1.0,False,True,3,1,0,3
22124,0,False,0.0,True,False,0,0,2,1
22125,1,False,1.0,True,True,0,0,0,1
22126,4,True,4.0,True,True,3,1,0,1
22127,5,True,5.0,True,True,3,1,0,1
22128,1,False,0.0,True,False,2,0,0,1
22129,3,True,3.0,True,True,3,0,0,0
22130,0,False,0.0,True,False,0,0,0,1
22131,2,False,2.0,True,True,3,0,0,1
22132,2,False,2.0,True,True,1,0,0,1
22133,2,True,2.0,True,True,0,2,0,0
22134,3,True,3.0,True,False,2,0,0,0
22135,2,True,2.0,True,True,3,2,0,0
22136,1,False,0.0,True,False,0,0,1,1
22137,2,False,2.0,False,True,3,2,0,0
22138,0,False,0.0,True,False,0,0,0,1
22139,0,False,0.0,True,True,5,0,0,1
22140,1,False,1.0,True,False,0,2,0,1
22141,0,False,0.0,False,True,3,1,1,0
22142,15,True,15.0,True,True,0,0,0,3
22143,3,False,3.0,False,False,0,0,0,3
22144,8,False,9.0,False,True,1,0,2,0
22145,5,True,5.0,True,True,3,0,0,0
22146,1,False,0.0,True,False,1,0,2,1
22147,0,False,0.0,True,False,2,0,0,1
22148,4,False,4.0,False,True,2,0,0,0
22149,0,False,0.0,False,False,2,0,1,4
22150,4,True,4.0,True,True,3,2,0,0
22151,0,True,0.0,True,True,0,0,0,0
22152,0,False,0.0,True,True,2,0,0,1
22153,9,True,9.0,True,False,3,1,0,1
22154,8,True,8.0,True,True,3,1,0,1
22155,7,True,7.0,True,False,0,2,0,0
22156,0,False,0.0,False,False,1,0,4,3
22157,1,False,0.0,True,False,0,0,0,1
22158,4,False,5.0,True,True,3,1,0,3
22159,3,False,3.0,True,True,0,0,0,1
22160,1,False,1.0,False,True,0,0,2,3
22161,7,True,7.0,True,True,0,0,0,0
22162,3,False,3.0,True,True,2,0,0,0
22163,4,True,4.0,True,True,0,1,0,1
22164,2,True,2.0,True,True,3,2,0,0
22165,2,False,2.0,True,True,0,0,0,1
22166,11,False,11.0,False,True,2,1,0,3
22167,0,False,0.0,False,True,0,0,0,3
22168,1,False,1.0,True,True,0,0,0,1
22169,5,False,5.0,False,True,2,1,6,3
22170,1,False,1.0,True,True,0,0,0,1
22171,5,False,5.0,False,True,0,0,2,3
22172,1,True,1.0,True,True,0,0,0,1
22173,2,False,2.0,True,True,3,0,0,0
22174,1,False,0.0,True,False,0,0,2,1
22175,1,False,0.0,True,False,2,0,0,1
22176,7,True,7.0,True,False,0,1,0,1
22177,0,False,0.0,False,True,2,0,0,1
22178,2,True,2.0,True,False,1,0,2,3
22179,1,False,0.0,False,True,0,0,1,1
22180,0,False,0.0,True,True,0,0,0,1
22181,0,False,1.0,False,False,4,0,0,2
22182,2,False,2.0,True,True,0,0,0,1
22183,0,False,0.0,False,False,1,0,0,3
22184,1,False,0.0,True,False,0,0,0,1
22185,4,True,4.0,True,False,2,0,0,1
22186,0,False,0.0,True,True,2,0,0,1
22187,2,False,2.0,False,True,0,2,0,0
22188,1,False,1.0,False,False,0,1,0,1
22189,0,False,0.0,True,True,3,0,0,1
22190,1,False,0.0,True,False,2,0,0,1
22191,4,False,4.0,True,True,0,0,0,3
22192,1,False,1.0,True,True,4,0,2,1
22193,7,True,7.0,True,True,0,0,0,0
22194,13,True,13.0,True,False,3,0,0,0
22195,1,False,1.0,True,True,2,0,0,1
22196,5,True,5.0,True,True,3,0,0,0
22197,1,False,1.0,True,False,0,1,0,1
22198,1,False,1.0,False,True,0,0,0,3
22199,1,False,1.0,True,True,3,1,0,1
22200,2,False,2.0,False,False,0,0,2,4
22201,0,False,0.0,True,True,3,1,0,1
22202,7,True,7.0,True,True,0,0,0,0
22203,0,False,0.0,True,True,3,0,0,1
22204,3,True,3.0,True,True,0,1,0,3
22205,2,False,2.0,True,False,0,1,0,1
22206,0,False,0.0,True,False,0,0,0,1
22207,2,True,2.0,True,True,0,0,0,1
22208,11,True,11.0,True,True,2,0,0,0
22209,0,False,0.0,False,True,0,2,0,0
22210,0,False,0.0,False,False,2,1,0,3
22211,2,True,2.0,True,True,3,0,0,0
22212,10,True,10.0,True,True,1,1,0,1
22213,6,False,6.0,False,True,0,2,0,0
22214,3,True,3.0,True,False,2,0,0,3
22215,1,False,1.0,False,True,2,0,0,0
22216,0,False,0.0,True,True,2,0,0,1
22217,6,False,6.0,True,True,3,1,0,1
22218,10,True,10.0,True,True,4,0,0,0
22219,2,False,2.0,True,True,2,0,0,3
22220,1,False,2.0,False,True,2,2,0,0
22221,2,False,2.0,False,False,1,0,1,3
22222,8,True,9.0,True,True,2,0,0,1
22223,0,False,0.0,True,True,3,0,0,1
22224,1,False,1.0,True,True,0,0,0,3
22225,1,True,1.0,True,True,0,0,0,0
22226,0,False,0.0,False,True,0,0,0,3
22227,1,False,1.0,True,True,2,0,0,1
22228,0,False,0.0,True,True,0,1,0,3
22229,1,False,0.0,True,False,1,0,0,1
22230,3,False,3.0,True,True,0,0,0,1
22231,1,False,0.0,True,True,0,0,0,1
22232,1,False,1.0,True,True,0,0,0,1
22233,0,True,0.0,True,True,3,1,0,1
22234,1,False,0.0,True,False,2,1,0,3
22235,2,False,2.0,False,True,0,0,0,3
22236,0,False,0.0,False,False,0,0,0,3
22237,14,True,14.0,True,True,3,0,0,0
22238,9,True,10.0,True,True,0,1,1,0
22239,8,False,8.0,False,True,0,0,0,3
22240,2,False,2.0,True,False,0,0,4,1
22241,0,False,0.0,True,False,0,0,0,1
22242,1,False,1.0,True,True,3,1,0,1
22243,4,True,4.0,True,False,0,0,2,3
22244,1,False,1.0,False,False,2,0,0,3
22245,0,False,0.0,True,False,4,1,0,3
22246,1,False,0.0,True,True,6,0,0,1
22247,2,True,2.0,True,True,2,0,0,0
22248,1,False,0.0,True,False,0,0,0,1
22249,0,False,0.0,True,True,0,0,0,1
22250,7,True,7.0,True,True,0,0,0,1
22251,6,True,6.0,True,False,0,0,2,3
22252,1,True,2.0,True,True,3,0,0,0
22253,0,False,0.0,True,True,3,0,0,1
22254,0,False,0.0,False,False,0,0,1,2
22255,1,False,1.0,False,True,4,0,0,0
22256,1,False,0.0,True,True,3,0,0,1
22257,0,False,0.0,True,True,0,1,0,1
22258,0,False,0.0,False,False,0,0,4,3
22259,0,False,0.0,True,True,4,0,0,1
22260,2,False,2.0,True,False,0,0,0,1
22261,9,True,9.0,True,True,0,1,0,1
22262,0,False,0.0,True,True,3,0,0,1
22263,3,False,3.0,True,True,2,0,0,1
22264,0,False,0.0,False,True,3,0,0,0
22265,0,False,0.0,True,True,3,1,0,1
22266,5,True,5.0,True,True,2,2,0,0
22267,2,False,2.0,False,True,2,0,0,0
22268,7,True,7.0,True,False,0,0,1,4
22269,1,False,0.0,True,False,0,0,0,1
22270,0,False,0.0,False,True,0,0,2,3
22271,0,False,0.0,False,False,2,0,0,3
22272,1,False,1.0,False,True,2,0,0,0
22273,1,False,0.0,True,False,0,0,2,1
22274,2,False,2.0,False,False,0,0,2,4
22275,2,False,2.0,True,True,3,1,0,0
22276,1,False,1.0,True,True,2,1,0,3
22277,2,True,2.0,True,True,3,1,0,1
22278,1,False,1.0,False,True,3,0,0,4
22279,2,True,3.0,True,True,2,0,0,3
22280,2,True,2.0,True,True,0,0,0,0
22281,2,False,2.0,True,True,2,0,2,3
22282,7,True,7.0,True,True,3,0,0,1
22283,1,False,0.0,True,False,0,0,0,1
22284,0,False,0.0,True,True,3,0,0,1
22285,1,False,0.0,False,True,3,0,1,3
22286,10,True,10.0,True,False,0,0,0,1
22287,1,False,1.0,True,True,3,0,0,1
22288,6,True,6.0,True,False,3,1,0,0
22289,0,False,0.0,False,False,3,0,0,3
22290,1,False,1.0,False,False,0,0,0,3
22291,8,True,8.0,True,True,0,0,0,0
22292,4,True,4.0,True,False,0,0,0,3
22293,1,False,0.0,True,False,1,0,0,1
22294,8,False,8.0,True,False,0,0,0,1
22295,1,False,1.0,True,True,3,0,0,1
22296,3,True,3.0,True,False,0,1,0,3
22297,0,False,0.0,True,True,3,2,0,0
22298,1,False,1.0,True,True,2,0,0,1
22299,2,True,2.0,True,True,0,0,0,0
22300,4,True,4.0,True,False,0,1,0,1
22301,6,True,6.0,True,True,0,0,0,1
22302,1,False,0.0,True,False,2,2,0,1
22303,0,False,0.0,False,True,3,0,2,3
22304,1,False,1.0,False,False,2,0,2,4
22305,0,False,0.0,True,False,3,0,0,1
22306,3,True,3.0,True,True,0,0,0,0
22307,1,False,1.0,True,True,0,0,0,1
22308,1,False,1.0,True,True,3,0,0,1
22309,0,False,0.0,True,False,1,0,0,1
22310,3,True,3.0,True,True,3,0,0,3
22311,0,False,0.0,False,False,0,0,0,3
22312,0,False,0.0,True,False,0,0,0,1
22313,6,False,6.0,False,True,3,0,0,0
22314,3,True,3.0,True,False,2,1,0,0
22315,0,True,0.0,True,False,0,0,0,0
22316,0,True,0.0,True,False,2,1,0,3
22317,10,True,10.0,True,True,3,0,0,0
22318,0,False,0.0,True,True,2,0,0,1
22319,2,False,2.0,True,True,3,0,0,0
22320,1,False,1.0,False,False,0,0,0,1
22321,2,True,2.0,True,True,0,0,0,0
22322,2,True,2.0,True,False,2,1,0,3
22323,0,False,0.0,True,True,0,0,0,1
22324,5,True,6.0,True,True,2,0,0,3
22325,0,False,0.0,True,False,2,0,0,1
22326,1,False,1.0,True,True,6,0,0,1
22327,0,False,0.0,True,True,0,0,0,3
22328,4,False,4.0,False,True,2,0,0,0
22329,11,True,11.0,True,True,0,0,0,0
22330,1,False,0.0,True,False,0,0,0,1
22331,12,False,12.0,False,True,3,0,0,0
22332,1,False,1.0,False,False,0,0,0,3
22333,15,False,15.0,False,True,3,2,0,0
22334,0,False,0.0,True,True,2,0,0,1
22335,1,False,1.0,False,False,0,0,0,3
22336,0,False,2.0,True,True,3,0,0,1
22337,5,True,5.0,True,True,3,0,0,0
22338,1,True,1.0,True,True,0,0,0,1
22339,1,False,1.0,True,True,3,0,0,1
22340,14,True,14.0,True,False,0,1,0,3
22341,1,True,1.0,True,True,0,0,0,0
22342,1,False,1.0,False,True,0,1,0,3
22343,1,False,0.0,True,True,3,0,0,1
22344,3,True,3.0,True,True,3,0,0,1
22345,0,False,0.0,True,True,0,0,0,1
22346,1,False,1.0,True,True,0,0,0,0
22347,1,True,1.0,True,False,0,0,0,1
22348,2,False,2.0,True,True,0,0,0,3
22349,1,False,0.0,True,False,0,0,0,1
22350,1,False,1.0,True,True,0,0,0,0
22351,1,False,0.0,True,False,0,0,0,1
22352,12,True,12.0,True,False,0,0,0,0
22353,10,True,10.0,True,True,0,0,0,3
22354,0,False,0.0,False,True,0,0,2,2
22355,2,True,2.0,True,True,3,0,0,0
22356,0,False,0.0,True,True,3,0,4,1
22357,0,False,0.0,True,False,0,0,0,1
22358,1,True,1.0,True,False,0,2,0,0
22359,1,True,1.0,True,True,0,1,0,1
22360,2,True,2.0,True,True,3,0,0,3
22361,0,False,0.0,True,True,0,0,0,1
22362,2,True,2.0,True,True,0,0,0,1
22363,1,False,1.0,False,True,0,0,1,3
22364,5,True,5.0,True,True,3,1,0,3
22365,1,False,1.0,True,True,3,0,0,1
22366,1,False,0.0,True,False,2,0,0,1
22367,0,True,0.0,True,True,3,0,0,1
22368,7,True,7.0,True,True,3,0,0,1
22369,11,False,11.0,False,True,0,0,0,0
22370,1,False,1.0,True,True,0,0,0,1
22371,0,False,0.0,False,True,3,0,0,3
22372,0,True,0.0,True,True,0,0,0,1
22373,1,False,1.0,False,True,3,0,0,0
22374,0,False,0.0,False,False,1,0,0,3
22375,1,False,0.0,False,False,2,0,0,3
22376,6,False,6.0,False,True,0,2,0,0
22377,1,False,0.0,True,False,0,0,0,1
22378,0,False,0.0,False,True,0,0,0,3
22379,9,True,9.0,True,True,3,0,0,0
22380,1,False,1.0,False,True,0,0,0,0
22381,1,False,1.0,True,False,2,1,0,1
22382,0,True,0.0,True,True,3,1,0,1
22383,1,False,1.0,False,True,0,0,0,0
22384,0,False,0.0,True,False,0,0,0,1
22385,15,True,15.0,True,True,0,3,0,4
22386,5,False,5.0,False,True,0,1,2,4
22387,2,False,2.0,True,True,2,0,0,0
22388,1,False,0.0,True,False,0,0,0,1
22389,0,False,0.0,False,True,0,0,0,0
22390,0,False,0.0,True,True,3,0,0,1
22391,1,False,1.0,True,True,3,0,0,1
22392,1,False,1.0,True,True,3,0,0,1
22393,0,False,0.0,True,True,3,0,0,1
22394,6,False,6.0,False,False,0,1,0,3
22395,0,False,0.0,False,False,0,0,0,3
22396,1,False,1.0,True,True,3,0,0,1
22397,1,False,1.0,False,False,0,0,0,3
22398,14,True,14.0,True,True,0,2,0,0
22399,4,False,4.0,False,True,3,0,0,0
22400,4,False,4.0,True,True,0,0,0,1
22401,9,True,9.0,True,True,0,1,1,3
22402,3,True,3.0,True,False,0,0,0,0
22403,2,False,2.0,True,False,3,0,2,1
22404,0,False,0.0,True,True,2,1,0,1
22405,3,False,3.0,False,True,3,0,0,0
22406,2,False,2.0,False,False,0,0,0,3
22407,1,False,0.0,True,False,3,0,0,1
22408,3,False,3.0,False,True,3,0,0,5
22409,0,False,0.0,False,True,3,0,0,3
22410,6,True,7.0,True,False,2,1,1,1
22411,0,False,0.0,True,True,3,0,0,1
22412,0,False,0.0,True,False,0,0,0,1
22413,0,False,0.0,True,True,2,0,0,1
22414,3,False,3.0,True,True,2,0,0,1
22415,2,False,2.0,True,True,3,0,0,3
22416,5,True,5.0,True,True,0,0,0,0
22417,0,False,0.0,False,False,0,0,0,3
22418,6,True,6.0,True,False,0,1,0,1
22419,0,False,1.0,True,True,3,0,0,1
22420,0,True,0.0,True,True,3,0,0,0
22421,1,False,1.0,True,True,2,0,0,1
22422,1,False,1.0,True,False,0,0,0,1
22423,9,True,9.0,True,False,3,1,0,1
22424,2,False,2.0,False,True,3,0,0,3
22425,0,False,0.0,True,True,0,0,0,1
22426,4,True,4.0,True,False,0,0,0,1
22427,0,False,1.0,True,False,0,0,0,1
22428,2,False,2.0,True,True,0,0,0,1
22429,10,True,10.0,True,False,0,0,1,3
22430,0,False,0.0,False,True,6,0,0,3
22431,11,False,11.0,True,True,4,1,0,1
22432,0,False,0.0,False,False,2,0,0,4
22433,0,False,0.0,True,True,0,0,0,1
22434,4,True,4.0,True,True,3,0,0,0
22435,1,False,1.0,True,True,3,0,0,1
22436,5,False,5.0,False,True,3,2,0,0
22437,0,False,0.0,True,False,2,0,0,1
22438,0,False,0.0,True,False,0,0,0,1
22439,1,False,1.0,False,False,0,0,0,3
22440,0,False,1.0,True,False,2,0,0,1
22441,1,False,1.0,True,True,3,0,0,0
22442,1,False,1.0,True,True,3,0,2,1
22443,0,False,0.0,False,True,3,2,0,0
22444,0,False,0.0,True,False,2,0,0,1
22445,1,False,1.0,False,False,2,0,0,2
22446,1,False,1.0,False,True,0,0,0,3
22447,0,False,0.0,True,False,1,0,0,1
22448,0,False,0.0,False,True,3,0,0,1
22449,1,False,0.0,True,False,2,0,0,1
22450,0,False,0.0,True,False,2,0,2,1
22451,4,False,4.0,True,True,3,0,0,1
22452,2,False,2.0,True,True,3,0,2,1
22453,4,True,4.0,True,True,3,1,0,1
22454,2,False,2.0,False,True,3,0,1,3
22455,0,False,0.0,False,True,3,1,1,3
22456,1,False,0.0,True,False,0,0,0,1
22457,0,False,0.0,False,False,0,0,4,3
22458,1,True,1.0,True,True,3,1,0,1
22459,2,False,3.0,True,True,0,2,0,0
22460,2,False,2.0,False,True,5,0,0,3
22461,1,False,0.0,True,False,2,0,0,3
22462,0,False,1.0,True,True,3,0,0,0
22463,0,False,0.0,True,True,0,0,0,1
22464,7,True,7.0,True,True,3,0,2,0
22465,2,False,2.0,True,True,3,0,0,1
22466,1,False,1.0,False,True,2,0,1,3
22467,0,False,0.0,True,False,0,0,0,1
22468,0,False,0.0,True,True,3,1,0,1
22469,10,False,10.0,False,False,2,0,0,4
22470,1,False,1.0,False,False,2,0,0,3
22471,2,False,2.0,False,True,2,0,0,4
22472,0,True,0.0,True,False,0,0,0,3
22473,3,False,3.0,False,True,3,0,0,4
22474,0,False,0.0,True,True,0,0,0,1
22475,16,True,16.0,True,True,2,0,0,0
22476,9,True,9.0,True,False,0,1,0,1
22477,8,False,8.0,False,True,3,0,0,0
22478,0,False,0.0,True,False,1,0,0,1
22479,0,False,0.0,False,True,0,0,2,4
22480,0,True,0.0,True,True,4,1,0,3
22481,0,False,0.0,False,True,3,0,1,3
22482,0,False,0.0,True,False,0,0,0,1
22483,1,False,0.0,True,False,2,2,0,1
22484,0,False,0.0,True,True,0,0,0,0
22485,5,True,5.0,True,True,3,0,0,0
22486,0,False,0.0,False,False,0,0,0,3
